,id,trial,n1,n2,out
1917,24,61,fire,obsidian,none
1918,24,62,earth,earth,pressure
1919,24,63,earth,pressure,none
1920,24,64,fire,pressure,none
1921,24,65,pressure,water,none
1922,24,66,energy,pressure,none
1923,24,67,earthquake,pressure,none
1924,24,68,atmosphere,air,none
1925,24,69,gunpowder,dust,none
1926,24,70,mud,dust,none
1927,24,71,fire,gunpowder,explosion
1928,24,72,fire,explosion,none
1929,24,73,explosion,water,none
1930,24,74,air,explosion,none
1931,24,75,energy,explosion,atomic bomb
1932,24,76,air,atomic bomb,none
1933,24,77,water,atomic bomb,none
1934,24,78,earth,fire,lava
1935,24,79,pressure,atomic bomb,none
1936,24,80,pressure,atomic bomb,none
1937,24,81,rain,atomic bomb,none
1938,24,82,steam,atomic bomb,none
1939,24,83,water,steam,none
1940,24,84,steam,fire,none
1941,24,85,earth,steam,geyser
1942,24,86,fire,geyser,none
1943,24,87,water,geyser,none
1944,24,88,earth,geyser,none
1945,24,89,atomic bomb,geyser,none
1946,24,90,ocean,atomic bomb,none
1947,24,91,explosion,geyser,none
1948,24,92,energy,atomic bomb,none
1949,24,93,earthquake,atomic bomb,none
1950,24,94,fire,gunpowder,explosion
1951,24,95,water,explosion,none
1952,24,96,air,explosion,none
1953,24,97,earth,explosion,none
1954,24,98,geyser,explosion,none
1955,24,99,mud,rain,none
1956,24,100,dust,rain,none
1957,24,101,air,rain,none
1958,24,102,pressure,gunpowder,none
1959,24,103,geyser,lava,none
1960,24,104,ocean,atmosphere,none
1961,24,105,obsidian,atmosphere,none
1962,24,106,water,salt,none
1963,24,107,sea,salt,none
1964,24,108,fire,salt,none
1965,24,109,atomic bomb,energy,none
1966,24,110,pressure,energy,none
1967,24,111,atmosphere,energy,none
1968,24,112,rain,fire,none
1969,24,113,rain,rain,flood
1970,24,114,energy,energy,none
1971,24,115,steam,steam,none
1972,24,116,flood,flood,none
1973,24,117,flood,atmosphere,none
1974,24,118,earthquake,ocean,tsunami
1975,24,119,tsunami,tsunami,none
1976,24,120,tsunami,flood,none
1977,24,121,tsunami,lava,none
1978,24,122,tsunami,explosion,none
1979,24,123,air,air,pressure
1980,24,124,atmosphere,atmosphere,none
1981,24,125,atomic bomb,atomic bomb,none
1982,24,126,dust,dust,none
1983,24,127,earthquake,earthquake,none
1984,24,128,earthquake,energy,none
1985,24,129,energy,energy,none
1986,24,130,explosion,explosion,none
1987,24,131,flood,flood,none
1988,24,132,geyser,geyser,none
1989,24,133,gunpowder,gunpowder,none
1990,24,134,fire,gunpowder,explosion
1991,24,135,atmosphere,gunpowder,none
1992,24,136,mud,mud,none
1993,24,137,ocean,ocean,none
1994,24,138,pressure,pressure,none
1995,24,139,rain,rain,flood
1996,24,140,salt,salt,none
1997,24,141,sea,sea,ocean
1998,24,142,salt,sea,none
1999,24,143,salt,ocean,none
2000,24,144,salt,tsunami,none
2001,24,145,salt,water,none
2002,24,146,steam,steam,none
2003,24,147,tsunami,tsunami,none
2004,24,148,fire,fire,none
2005,24,149,earth,earth,pressure
2006,24,150,air,earth,dust
2007,24,151,air,fire,energy
2008,24,152,air,water,rain
2009,24,153,pressure,energy,none
2010,24,154,pressure,salt,none
2011,24,155,atmosphere,atomic bomb,none
2012,24,156,explosion,atomic bomb,none
2013,24,157,atomic bomb,explosion,none
2014,24,158,explosion,explosion,none
2015,24,159,atomic bomb,atomic bomb,none
2016,24,160,ocean,ocean,none
2017,24,161,pressure,steam,none
2018,24,162,gunpowder,energy,none
2019,24,163,flood,explosion,none
2020,24,164,flood,atomic bomb,none
2021,24,165,obsidian,fire,none
2022,24,166,obsidian,atomic bomb,none
2023,24,167,tsunami,lava,none
2024,24,168,tsunami,fire,none
2025,24,169,geyser,gunpowder,none
2026,24,170,dust,water,none
2027,24,171,water,energy,steam
2028,24,172,fire,rain,none
2029,24,173,pressure,energy,none
2030,24,174,pressure,pressure,none
2031,24,175,ocean,ocean,none
2032,24,176,water,pressure,none
2033,24,177,pressure,fire,none
2034,24,178,pressure,earth,none
2035,24,179,pressure,air,atmosphere
2036,24,180,atmosphere,pressure,none
2037,24,181,pressure,atomic bomb,none
2038,24,182,pressure,dust,none
2039,24,183,pressure,earthquake,none
2040,24,184,pressure,energy,none
2041,24,185,pressure,explosion,none
2042,24,186,pressure,sea,none
2043,24,187,pressure,tsunami,none
2044,24,188,steam,gunpowder,none
2045,24,189,mud,steam,none
2046,24,190,water,geyser,none
2047,24,191,fire,geyser,none
2048,24,192,geyser,earth,none
2049,24,193,explosion,gunpowder,none
2050,24,194,obsidian,lava,none
2051,24,195,sea,rain,none
2052,24,196,steam,rain,none
2053,24,197,lava,tsunami,none
2054,24,198,dust,dust,none
2055,24,199,water,dust,none
2056,24,200,dust,fire,gunpowder
2057,24,201,fire,dust,gunpowder
2058,24,202,dust,earth,none
2059,24,203,dust,dust,none
2060,24,204,air,dust,none
2061,24,205,atmosphere,dust,none
2062,24,206,atomic bomb,dust,none
2063,24,207,earthquake,dust,none
2064,24,208,energy,sea,none
2065,24,209,tsunami,energy,none
2066,24,210,tsunami,energy,none
2067,24,211,mud,mud,none
2068,24,212,mud,water,none
2069,24,213,fire,mud,brick
2070,24,214,brick,brick,wall
2071,24,215,wall,brick,none
2072,24,216,wall,wall,house
2073,24,217,water,house,none
2074,24,218,fire,house,none
2075,24,219,atmosphere,house,none
2076,24,220,atomic bomb,house,none
2077,24,221,energy,house,none
2078,24,222,brick,house,none
2079,24,223,wall,wall,house
2080,24,224,pressure,house,none
2081,24,225,house,earthquake,none
2082,24,226,house,flood,none
2083,24,227,house,tsunami,none
2084,24,228,wall,tsunami,none
2085,24,229,tsunami,house,none
2086,24,230,house,salt,none
2087,24,231,salt,rain,none
2088,24,232,explosion,house,none
2089,24,233,house,fire,none
2090,24,234,water,house,none
2091,24,235,air,house,none
2092,24,236,atmosphere,house,none
2093,24,237,energy,house,none
2094,24,238,house,house,village
2095,24,239,village,village,city
2096,24,240,city,city,none
2097,24,241,city,atomic bomb,none
2098,24,242,earthquake,city,none
2099,24,243,energy,city,none
2100,24,244,energy,sea,none
2101,24,245,energy,ocean,none
2102,24,246,village,energy,none
2103,24,247,village,atmosphere,none
2104,24,248,village,tsunami,none
2105,24,249,village,city,none
2106,24,250,village,house,none
2107,24,251,house,city,none
2108,24,252,village,ocean,none
2109,24,253,earth,earth,pressure
2110,25,1,air,water,rain
2111,25,2,rain,air,none
2112,25,3,rain,earth,plant
2113,25,4,plant,fire,tobacco
2114,25,5,tobacco,plant,none
2115,25,6,water,tobacco,none
2116,25,7,fire,rain,none
2117,25,8,water,plant,algae
2118,25,9,algae,water,none
2119,25,10,tobacco,rain,none
2120,25,11,tobacco,plant,none
2121,25,12,tobacco,algae,none
2122,25,13,tobacco,air,none
2123,25,14,tobacco,earth,none
2124,25,15,tobacco,fire,none
2125,25,16,tobacco,water,none
2126,25,17,rain,plant,none
2127,25,18,rain,algae,none
2128,25,19,rain,air,none
2129,25,20,rain,earth,plant
2130,25,21,plant,fire,tobacco
2131,25,22,plant,water,algae
2132,25,23,fire,air,energy
2133,25,24,energy,plant,none
2134,25,25,energy,tobacco,none
2135,25,26,energy,fire,none
2136,25,27,energy,air,wind
2137,25,28,wind,air,none
2138,25,29,wind,water,none
2139,25,30,wind,tobacco,none
2140,25,31,wind,energy,hurricane
2141,25,32,hurricane,air,none
2142,25,33,hurricane,energy,none
2143,25,34,hurricane,water,none
2144,25,35,hurricane,fire,none
2145,25,36,hurricane,air,none
2146,25,37,hurricane,algae,none
2147,25,38,hurricane,plant,none
2148,25,39,hurricane,rain,none
2149,25,40,hurricane,tobacco,none
2150,25,41,wind,hurricane,none
2151,25,42,energy,algae,none
2152,25,43,fire,energy,none
2153,25,44,plant,energy,none
2154,25,45,plant,rain,none
2155,25,46,fire,energy,none
2156,25,47,tobacco,hurricane,none
2157,25,48,rain,wind,none
2158,25,49,earth,energy,earthquake
2159,25,50,earthquake,hurricane,none
2160,25,51,earthquake,water,none
2161,25,52,earthquake,fire,none
2162,25,53,earthquake,rain,none
2163,25,54,earthquake,wind,none
2164,25,55,earthquake,air,none
2165,25,56,earthquake,energy,none
2166,25,57,fire,earth,lava
2167,25,58,lava,fire,none
2168,25,59,lava,energy,none
2169,25,60,lava,earthquake,none
2170,25,61,water,fire,steam
2171,25,62,water,earth,mud
2172,25,63,water,air,rain
2173,25,64,water,algae,none
2174,25,65,water,earthquake,none
2175,25,66,water,energy,steam
2176,25,67,water,hurricane,none
2177,25,68,water,lava,obsidian
2178,25,69,water,mud,none
2179,25,70,water,plant,algae
2180,25,71,water,rain,none
2181,25,72,water,steam,none
2182,25,73,water,tobacco,none
2183,25,74,water,wind,none
2184,25,75,fire,air,energy
2185,25,76,fire,algae,none
2186,25,77,fire,earthquake,none
2187,25,78,fire,energy,none
2188,25,79,fire,hurricane,none
2189,25,80,fire,lava,none
2190,25,81,fire,mud,brick
2191,25,82,fire,obsidian,none
2192,25,83,fire,plant,tobacco
2193,25,84,fire,rain,none
2194,25,85,fire,steam,none
2195,25,86,fire,tobacco,none
2196,25,87,fire,wind,none
2197,25,88,earth,air,dust
2198,25,89,earth,algae,none
2199,25,90,brick,earth,none
2200,25,91,dust,earth,none
2201,25,92,earthquake,earth,mountain
2202,25,93,energy,earth,earthquake
2203,25,94,earthquake,earth,mountain
2204,25,95,energy,earth,earthquake
2205,25,96,lava,earth,volcano
2206,25,97,mountain,earth,none
2207,25,98,mud,earth,none
2208,25,99,obsidian,earth,none
2209,25,100,plant,earth,grass
2210,25,101,rain,earth,plant
2211,25,102,steam,earth,geyser
2212,25,103,tobacco,earth,none
2213,25,104,air,tobacco,none
2214,25,105,tobacco,earth,none
2215,25,106,volcano,earth,none
2216,25,107,wind,earth,none
2217,25,108,fire,volcano,none
2218,25,109,water,volcano,none
2219,25,110,energy,geyser,none
2220,25,111,fire,geyser,none
2221,25,112,volcano,lava,none
2222,25,113,energy,brick,none
2223,25,114,mountain,plant,none
2224,25,115,rain,volcano,none
2225,25,116,earth,fire,lava
2226,25,117,grass,energy,none
2227,25,118,grass,rain,none
2228,25,119,grass,wind,none
2229,25,120,algae,wind,none
2230,25,121,grass,energy,none
2231,25,122,fire,water,steam
2232,25,123,earth,fire,lava
2233,25,124,air,earth,dust
2234,25,125,brick,algae,none
2235,25,126,dust,brick,none
2236,25,127,earthquake,dust,none
2237,25,128,energy,earthquake,none
2238,25,129,geyser,energy,none
2239,25,130,grass,geyser,none
2240,25,131,hurricane,grass,none
2241,25,132,lava,hurricane,none
2242,25,133,mountain,lava,volcano
2243,25,134,mountain,mud,none
2244,25,135,obsidian,mud,none
2245,25,136,plant,obsidian,none
2246,25,137,rain,plant,none
2247,25,138,steam,rain,none
2248,25,139,tobacco,steam,none
2249,25,140,wind,volcano,none
2250,25,141,algae,brick,none
2251,25,142,rain,brick,none
2252,25,143,wind,brick,none
2253,25,144,water,brick,none
2254,25,145,brick,fire,none
2255,25,146,air,air,pressure
2256,25,147,fire,fire,none
2257,25,148,water,water,sea
2258,25,149,earth,earth,pressure
2259,25,150,algae,algae,none
2260,25,151,brick,brick,wall
2261,25,152,dust,dust,none
2262,25,153,earthquake,earthquake,none
2263,25,154,energy,energy,none
2264,25,155,geyser,geyser,none
2265,25,156,grass,grass,none
2266,25,157,hurricane,hurricane,none
2267,25,158,lava,lava,none
2268,25,159,mountain,mountain,mountain range
2269,25,160,mountain range,mountain range,none
2270,25,161,mud,mud,none
2271,25,162,obsidian,obsidian,none
2272,25,163,plant,plant,garden
2273,25,164,pressure,pressure,none
2274,25,165,rain,rain,flood
2275,25,166,sea,sea,ocean
2276,25,167,sea,sea,ocean
2277,25,168,steam,steam,none
2278,25,169,tobacco,tobacco,none
2279,25,170,volcano,volcano,none
2280,25,171,wall,wall,house
2281,25,172,wind,wind,none
2282,25,173,fire,house,none
2283,25,174,water,house,none
2284,25,175,water,sea,ocean
2285,25,176,pressure,house,none
2286,25,177,wall,brick,none
2287,25,178,fire,wall,none
2288,25,179,air,house,none
2289,25,180,garden,house,none
2290,25,181,garden,plant,flower
2291,25,182,house,hurricane,none
2292,25,183,sea,lava,none
2293,25,184,fire,sea,salt
2294,25,185,plant,obsidian,none
2295,25,186,geyser,garden,none
2296,25,187,tobacco,salt,none
2297,25,188,mountain range,mountain,none
2298,25,189,water,mountain range,none
2299,25,190,salt,salt,none
2300,25,191,wind,wind,none
2301,25,192,wall,wall,house
2302,25,193,house,house,village
2303,25,194,village,village,city
2304,25,195,city,city,none
2305,25,196,village,city,none
2306,25,197,house,city,none
2307,25,198,wind,flood,none
2308,25,199,garden,water,pond
2309,25,200,pressure,city,none
2310,25,201,pressure,wall,none
2311,25,202,wind,wall,none
2312,25,203,ocean,ocean,none
2313,25,204,garden,garden,none
2314,25,205,mountain range,mountain range,none
2315,25,206,plant,plant,garden
2316,25,207,pond,pond,none
2317,25,208,sea,salt,none
2318,25,209,rain,salt,none
2319,25,210,rain,steam,none
2320,25,211,energy,village,none
2321,25,212,energy,garden,none
2322,25,213,city,tobacco,none
2323,25,214,house,hurricane,none
2324,25,215,pressure,pressure,none
2325,25,216,wind,wind,none
2326,25,217,ocean,ocean,none
2327,25,218,plant,plant,garden
2328,25,219,pond,pond,none
2329,25,220,pressure,pressure,none
2330,26,1,water,fire,steam
2331,26,2,water,earth,mud
2332,26,3,water,air,rain
2333,26,4,water,mud,none
2334,26,5,water,steam,none
2335,26,6,water,rain,none
2336,26,7,fire,fire,none
2337,26,8,water,water,sea
2338,26,9,air,air,pressure
2339,26,10,earth,earth,pressure
2340,26,11,fire,fire,none
2341,26,12,air,air,pressure
2342,26,13,earth,earth,pressure
2343,26,14,earth,earth,pressure
2344,26,15,air,earth,dust
2345,26,16,fire,air,energy
2346,26,17,air,dust,none
2347,26,18,water,energy,steam
2348,26,19,fire,energy,none
2349,26,20,pressure,energy,none
2350,26,21,dust,fire,gunpowder
2351,26,22,mud,fire,brick
2352,26,23,rain,fire,none
2353,26,24,rain,earth,plant
2354,26,25,fire,plant,tobacco
2355,26,26,water,plant,algae
2356,26,27,sea,algae,none
2357,26,28,water,algae,none
2358,26,29,algae,earth,none
2359,26,30,algae,air,none
2360,26,31,fire,brick,none
2361,26,32,brick,earth,none
2362,26,33,plant,water,algae
2363,26,34,earth,plant,grass
2364,26,35,grass,water,dew
2365,26,36,fire,gunpowder,explosion
2366,26,37,dust,water,none
2367,26,38,sea,sea,ocean
2368,26,39,algae,ocean,none
2369,26,40,fire,tobacco,none
2370,26,41,fire,steam,none
2371,26,42,ocean,pressure,none
2372,26,43,sea,pressure,none
2373,26,44,explosion,energy,atomic bomb
2374,26,45,grass,energy,none
2375,26,46,gunpowder,energy,none
2376,26,47,rain,plant,none
2377,26,48,rain,earth,plant
2378,26,49,air,plant,none
2379,26,50,rain,plant,none
2380,26,51,explosion,pressure,none
2381,26,52,fire,pressure,none
2382,26,53,brick,pressure,none
2383,26,54,brick,brick,wall
2384,26,55,wall,wall,house
2385,26,56,house,house,village
2386,26,57,village,village,city
2387,26,58,city,city,none
2388,26,59,wall,village,none
2389,26,60,wall,city,none
2390,26,61,wall,house,none
2391,26,62,air,house,none
2392,26,63,dew,dew,none
2393,26,64,atomic bomb,atomic bomb,none
2394,26,65,explosion,explosion,none
2395,26,66,energy,energy,none
2396,26,67,mud,mud,none
2397,26,68,earth,air,dust
2398,26,69,fire,ocean,salt
2399,26,70,fire,sea,salt
2400,26,71,steam,salt,none
2401,26,72,salt,salt,none
2402,26,73,tobacco,tobacco,none
2403,26,74,steam,steam,none
2404,26,75,grass,grass,none
2405,26,76,fire,grass,none
2406,26,77,earth,fire,lava
2407,26,78,lava,lava,none
2408,26,79,dust,lava,none
2409,26,80,mud,lava,none
2410,26,81,sea,energy,none
2411,26,82,ocean,energy,none
2412,26,83,energy,fire,none
2413,26,84,gunpowder,gunpowder,none
2414,26,85,house,air,none
2415,26,86,ocean,air,none
2416,26,87,air,sea,none
2417,26,88,air,rain,none
2418,26,89,rain,rain,flood
2419,26,90,energy,rain,none
2420,26,91,flood,flood,none
2421,26,92,flood,ocean,none
2422,26,93,algae,sea,none
2423,26,94,algae,ocean,none
2424,26,95,algae,algae,none
2425,26,96,earth,earth,pressure
2426,26,97,air,air,pressure
2427,26,98,pressure,salt,none
2428,26,99,pressure,explosion,none
2429,26,100,explosion,explosion,none
2430,26,101,lava,gunpowder,none
2431,26,102,water,lava,obsidian
2432,26,103,obsidian,pressure,none
2433,26,104,earth,pressure,none
2434,26,105,lava,earth,volcano
2435,26,106,volcano,city,none
2436,26,107,volcano,explosion,none
2437,26,108,volcano,energy,ash
2438,26,109,volcano,dust,none
2439,26,110,pressure,volcano,none
2440,26,111,earth,ocean,none
2441,26,112,earth,sea,none
2442,26,113,volcano,sea,isle
2443,26,114,volcano,ocean,isle
2444,26,115,isle,isle,archipelago
2445,26,116,archipelago,archipelago,none
2446,26,117,archipelago,isle,none
2447,26,118,earth,archipelago,none
2448,26,119,atomic bomb,city,none
2449,26,120,lava,air,stone
2450,26,121,lava,fire,none
2451,26,122,lava,lava,none
2452,26,123,stone,stone,none
2453,26,124,stone,lava,none
2454,26,125,water,stone,none
2455,26,126,fire,stone,metal
2456,26,127,earth,stone,none
2457,26,128,lava,metal,none
2458,26,129,brick,metal,none
2459,26,130,wall,metal,none
2460,26,131,gunpowder,metal,bullet
2461,26,132,bullet,bullet,none
2462,26,133,bullet,air,none
2463,26,134,metal,explosion,grenade
2464,26,135,grenade,grenade,none
2465,26,136,grenade,explosion,none
2466,26,137,ash,ash,none
2467,26,138,metal,metal,none
2468,26,139,metal,house,none
2469,26,140,ash,grass,none
2470,26,141,ash,air,none
2471,26,142,isle,air,none
2472,26,143,rain,air,none
2473,26,144,archipelago,air,none
2474,26,145,energy,algae,none
2475,26,146,plant,plant,garden
2476,26,147,garden,garden,none
2477,26,148,rain,garden,none
2478,26,149,garden,water,pond
2479,26,150,pond,pond,none
2480,26,151,earth,pond,none
2481,26,152,energy,metal,electricity
2482,26,153,electricity,electricity,none
2483,26,154,sea,electricity,none
2484,26,155,ocean,electricity,none
2485,26,156,house,electricity,none
2486,26,157,electricity,electricity,none
2487,26,158,energy,electricity,none
2488,26,159,obsidian,obsidian,none
2489,26,160,electricity,steam,none
2490,26,161,fire,metal,none
2491,26,162,metal,air,rust
2492,26,163,earth,metal,none
2493,26,164,water,metal,none
2494,26,165,rust,rust,none
2495,26,166,salt,rust,none
2496,26,167,rust,energy,none
2497,26,168,brick,metal,none
2498,26,169,electricity,metal,wire
2499,26,170,electricity,wire,none
2500,26,171,lava,metal,none
2501,26,172,house,wire,none
2502,26,173,mud,metal,none
2503,26,174,bullet,metal,gun
2504,26,175,gun,gun,none
2505,26,176,metal,metal,none
2506,26,177,metal,isle,none
2507,26,178,metal,lava,none
2508,26,179,isle,air,none
2509,26,180,earth,isle,none
2510,26,181,fire,isle,none
2511,26,182,water,isle,none
2512,26,183,isle,grass,none
2513,26,184,isle,sea,none
2514,26,185,gun,explosion,none
2515,26,186,gun,ash,none
2516,26,187,gun,gunpowder,none
2517,26,188,ash,ash,none
2518,26,189,water,ash,none
2519,26,190,air,ash,none
2520,26,191,fire,ash,none
2521,26,192,water,ash,none
2522,26,193,electricity,wire,none
2523,26,194,wire,wire,none
2524,26,195,house,wire,none
2525,26,196,wire,metal,none
2526,26,197,volcano,pressure,none
2527,26,198,pressure,stone,none
2528,26,199,archipelago,city,none
2529,26,200,earth,archipelago,none
2530,26,201,grenade,gun,none
2531,26,202,fire,grass,none
2532,26,203,house,fire,none
2533,26,204,fire,sea,salt
2534,26,205,tobacco,fire,none
2535,26,206,plant,earth,grass
2536,26,207,grass,earth,none
2537,26,208,brick,metal,none
2538,26,209,house,isle,none
2539,26,210,house,water,none
2540,26,211,algae,ocean,none
2541,26,212,grass,algae,none
2542,26,213,mud,mud,none
2543,26,214,pond,mud,none
2544,26,215,pressure,pressure,none
2545,26,216,steam,metal,boiler
2546,26,217,boiler,pressure,none
2547,26,218,metal,pressure,none
2548,26,219,metal,lava,none
2549,26,220,metal,salt,none
2550,26,221,volcano,volcano,none
2551,26,222,rain,air,none
2552,26,223,sea,wire,none
2553,26,224,sea,electricity,none
2554,26,225,wire,wire,none
2555,26,226,house,boiler,none
2556,26,227,steam,pressure,none
2557,26,228,steam,steam,none
2558,26,229,fire,steam,none
2559,26,230,stone,fire,metal
2560,26,231,lava,stone,none
2561,26,232,stone,water,none
2562,26,233,stone,air,sand
2563,26,234,fire,sand,glass
2564,26,235,water,glass,aquarium
2565,26,236,aquarium,aquarium,none
2566,26,237,glass,house,none
2567,26,238,aquarium,algae,none
2568,26,239,brick,stone,none
2569,26,240,stone,dust,none
2570,26,241,stone,electricity,none
2571,26,242,electricity,rain,none
2572,26,243,energy,rain,none
2573,26,244,sand,stone,sandstone
2574,26,245,sand,water,beach
2575,26,246,sand,fire,glass
2576,26,247,sand,earth,none
2577,26,248,sand,air,none
2578,26,249,sandstone,sandstone,none
2579,26,250,beach,beach,none
2580,26,251,sandstone,sandstone,none
2581,26,252,sandstone,fire,none
2582,26,253,sandstone,earth,none
2583,26,254,air,sandstone,none
2584,26,255,water,sandstone,none
2585,26,256,sandstone,sandstone,none
2586,26,257,sandstone,house,none
2587,26,258,sandstone,metal,none
2588,26,259,sand,metal,none
2589,26,260,stone,sand,sandstone
2590,26,261,stone,metal,blade
2591,26,262,blade,blade,scissors
2592,26,263,blade,bullet,none
2593,26,264,blade,gun,bayonet
2594,26,265,bayonet,bayonet,none
2595,26,266,blade,electricity,blender
2596,26,267,blade,energy,none
2597,26,268,blade,explosion,none
2598,26,269,water,blade,none
2599,26,270,blade,air,none
2600,26,271,blade,earth,none
2601,26,272,blade,fire,none
2602,26,273,blade,blade,scissors
2603,26,274,blade,lava,none
2604,26,275,blade,metal,sword
2605,26,276,blade,stone,none
2606,26,277,sword,sword,none
2607,26,278,sword,gun,bayonet
2608,26,279,sword,stone,excalibur
2609,26,280,excalibur,excalibur,none
2610,26,281,sword,air,none
2611,26,282,sword,earth,none
2612,26,283,sword,fire,none
2613,26,284,water,sword,none
2614,26,285,energy,pressure,none
2615,26,286,energy,blender,none
2616,26,287,electricity,pressure,none
2617,26,288,electricity,scissors,none
2618,26,289,scissors,grass,none
2619,26,290,scissors,garden,none
2620,26,291,scissors,scissors,none
2621,26,292,plant,plant,garden
2622,26,293,glass,salt,none
2623,26,294,water,glass,aquarium
2624,26,295,rust,rust,none
2625,26,296,grass,blade,scythe
2626,26,297,scythe,scythe,none
2627,26,298,gun,scythe,none
2628,26,299,sword,scythe,none
2629,26,300,scythe,atomic bomb,none
2630,26,301,plant,blade,none
2631,26,302,blade,tobacco,none
2632,26,303,wall,wall,house
2633,26,304,electricity,dust,none
2634,26,305,electricity,house,none
2635,26,306,sand,scythe,none
2636,26,307,air,metal,rust
2637,26,308,water,boiler,none
2638,26,309,boiler,sea,none
2639,26,310,blade,air,none
2640,26,311,metal,energy,electricity
2641,26,312,metal,pressure,none
2642,26,313,city,boiler,none
2643,26,314,pond,pond,none
2644,26,315,fire,energy,none
2645,26,316,energy,earth,earthquake
2646,26,317,energy,air,wind
2647,26,318,energy,water,steam
2648,26,319,energy,water,steam
2649,26,320,wind,rain,none
2650,26,321,earthquake,city,none
2651,26,322,earthquake,flood,none
2652,26,323,wind,algae,none
2653,26,324,wind,plant,none
2654,26,325,energy,plant,none
2655,26,326,water,wind,none
2656,26,327,fire,wind,none
2657,26,328,wind,earth,none
2658,26,329,wind,air,none
2659,26,330,wind,wind,none
2660,26,331,stone,wind,sand
2661,26,332,sand,wind,dune
2662,26,333,dune,dune,none
2663,26,334,sandstone,dune,none
2664,26,335,sand,dune,none
2665,26,336,dune,dune,none
2666,26,337,sand,sand,desert
2667,26,338,desert,desert,none
2668,26,339,sandstone,desert,none
2669,26,340,city,desert,none
2670,26,341,desert,air,none
2671,26,342,wind,desert,dune
2672,26,343,desert,earth,none
2673,26,344,desert,fire,none
2674,26,345,desert,water,oasis
2675,26,346,oasis,oasis,none
2676,26,347,oasis,fire,none
2677,26,348,earth,oasis,none
2678,26,349,oasis,oasis,none
2679,26,350,water,oasis,none
2680,26,351,ocean,oasis,none
2681,26,352,air,sword,none
2682,26,353,volcano,volcano,none
2683,26,354,mud,water,none
2684,26,355,fire,mud,brick
2685,26,356,earth,mud,none
2686,26,357,mud,air,none
2687,26,358,mud,metal,none
2688,26,359,mud,aquarium,none
2689,26,360,algae,mud,none
2690,26,361,metal,wind,none
2691,26,362,energy,electricity,none
2692,26,363,fire,tobacco,none
2693,26,364,tobacco,earth,none
2694,26,365,tobacco,air,none
2695,26,366,village,water,none
2696,26,367,volcano,lava,none
2697,26,368,volcano,explosion,none
2698,26,369,volcano,volcano,none
2699,26,370,isle,volcano,none
2700,26,371,scythe,gun,none
2701,26,372,fire,glass,none
2702,26,373,gun,bullet,none
2703,26,374,dust,dust,none
2704,26,375,village,water,none
2705,26,376,lava,steam,none
2706,26,377,metal,metal,none
2707,26,378,brick,metal,none
2708,26,379,city,metal,none
2709,26,380,fire,brick,none
2710,26,381,energy,wind,hurricane
2711,26,382,hurricane,hurricane,none
2712,26,383,hurricane,energy,none
2713,26,384,hurricane,house,none
2714,26,385,hurricane,wind,none
2715,26,386,air,hurricane,none
2716,26,387,hurricane,earth,none
2717,26,388,hurricane,fire,none
2718,26,389,hurricane,water,none
2719,26,390,energy,rain,none
2720,26,391,water,energy,steam
2721,26,392,pressure,energy,none
2722,26,393,stone,energy,none
2723,26,394,energy,village,none
2724,26,395,energy,rain,none
2725,26,396,city,hurricane,none
2726,26,397,grass,scythe,hay
2727,26,398,water,hay,none
2728,26,399,fire,hay,none
2729,26,400,earth,hay,none
2730,26,401,hay,air,none
2731,27,1,fire,air,energy
2732,27,2,air,water,rain
2733,27,3,rain,air,none
2734,27,4,energy,air,wind
2735,27,5,wind,fire,none
2736,27,6,water,earth,mud
2737,27,7,wind,earth,none
2738,27,8,wind,energy,hurricane
2739,27,9,air,wind,none
2740,27,10,fire,energy,none
2741,27,11,rain,mud,none
2742,27,12,rain,wind,none
2743,27,13,water,fire,steam
2744,27,14,water,earth,mud
2745,27,15,water,air,rain
2746,27,16,water,energy,steam
2747,27,17,water,hurricane,none
2748,27,18,water,mud,none
2749,27,19,water,rain,none
2750,27,20,water,steam,none
2751,27,21,water,wind,none
2752,27,22,fire,earth,lava
2753,27,23,fire,air,energy
2754,27,24,fire,energy,none
2755,27,25,fire,hurricane,none
2756,27,26,fire,lava,none
2757,27,27,fire,mud,brick
2758,27,28,fire,brick,none
2759,27,29,fire,rain,none
2760,27,30,fire,steam,none
2761,27,31,earth,air,dust
2762,27,32,earth,energy,earthquake
2763,27,33,earth,hurricane,none
2764,27,34,earth,lava,volcano
2765,27,35,earth,mud,none
2766,27,36,earth,rain,plant
2767,27,37,earth,steam,geyser
2768,27,38,earth,wind,none
2769,27,39,air,water,rain
2770,27,40,air,brick,none
2771,27,41,air,dust,none
2772,27,42,air,energy,wind
2773,27,43,air,lava,stone
2774,27,44,air,plant,none
2775,27,45,air,rain,none
2776,27,46,air,stone,sand
2777,27,47,sand,air,none
2778,27,48,energy,geyser,none
2779,27,49,air,geyser,none
2780,27,50,water,stone,none
2781,28,1,water,earth,mud
2782,28,2,water,air,rain
2783,28,3,fire,rain,none
2784,28,4,mud,rain,none
2785,28,5,fire,water,steam
2786,28,6,steam,rain,none
2787,28,7,mud,fire,brick
2788,28,8,air,earth,dust
2789,28,9,dust,fire,gunpowder
2790,28,10,water,gunpowder,none
2791,28,11,water,dust,none
2792,28,12,fire,air,energy
2793,28,13,fire,steam,none
2794,28,14,energy,water,steam
2795,28,15,energy,fire,none
2796,28,16,energy,air,wind
2797,29,1,water,earth,mud
